Concurso,Motor,Jogos,Total de acertos,Media de acertos por jogo,Melhor acerto,Melhor jogo,Resultado real,Score total premiacao,Score medio premiacao por jogo,Jogos com 2 acertos,Taxa 2 acertos (%),Jogos com 3 acertos,Taxa 3 acertos (%),Jogos com 4 acertos,Taxa 4 acertos (%),Jogos com 5 acertos,Taxa 5 acertos (%),Jogos com 6 acertos,Taxa 6 acertos (%)
2705,Motor Elite 9,100,75,0.75,3,14 - 22 - 29 - 35 - 46 - 47,02 - 16 - 22 - 27 - 35 - 47,25,0.25,15,15.0,2,2.0,0,0.0,0,0.0,0,0.0
2706,Aleatorio,100,56,0.56,3,10 - 17 - 24 - 35 - 43 - 46,10 - 11 - 17 - 24 - 30 - 45,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2706,Motor Elite 9,100,97,0.97,4,01 - 10 - 17 - 30 - 45 - 55,10 - 11 - 17 - 24 - 30 - 45,94,0.94,19,19.0,5,5.0,1,1.0,0,0.0,0,0.0
2707,Aleatorio,100,66,0.66,3,09 - 17 - 28 - 46 - 54 - 57,07 - 09 - 11 - 39 - 54 - 57,22,0.22,7,7.0,3,3.0,0,0.0,0,0.0,0,0.0
2707,Motor Elite 9,100,69,0.69,3,09 - 11 - 16 - 24 - 43 - 57,07 - 09 - 11 - 39 - 54 - 57,41,0.41,11,11.0,6,6.0,0,0.0,0,0.0,0,0.0
2708,Aleatorio,100,57,0.57,2,11 - 28 - 37 - 42 - 45 - 53,10 - 11 - 12 - 19 - 23 - 28,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2708,Motor Elite 9,100,75,0.75,2,10 - 23 - 34 - 53 - 55 - 60,10 - 11 - 12 - 19 - 23 - 28,18,0.18,18,18.0,0,0.0,0,0.0,0,0.0,0,0.0
2709,Aleatorio,100,54,0.54,3,06 - 11 - 23 - 24 - 47 - 48,12 - 22 - 23 - 24 - 47 - 53,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2709,Motor Elite 9,100,48,0.48,2,10 - 23 - 34 - 53 - 55 - 60,12 - 22 - 23 - 24 - 47 - 53,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2710,Aleatorio,100,56,0.56,3,01 - 05 - 09 - 42 - 44 - 56,05 - 06 - 25 - 42 - 44 - 50,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2710,Motor Elite 9,100,46,0.46,2,10 - 11 - 25 - 27 - 42 - 46,05 - 06 - 25 - 42 - 44 - 50,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2711,Aleatorio,100,58,0.58,2,08 - 11 - 14 - 33 - 38 - 47,14 - 36 - 38 - 46 - 55 - 60,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2711,Motor Elite 9,100,104,1.04,3,14 - 22 - 29 - 35 - 46 - 60,14 - 36 - 38 - 46 - 55 - 60,50,0.5,20,20.0,6,6.0,0,0.0,0,0.0,0,0.0
2712,Aleatorio,100,67,0.67,3,15 - 21 - 27 - 35 - 40 - 54,07 - 15 - 19 - 35 - 40 - 42,25,0.25,15,15.0,2,2.0,0,0.0,0,0.0,0,0.0
2712,Motor Elite 9,100,54,0.54,2,07 - 10 - 26 - 35 - 46 - 60,07 - 15 - 19 - 35 - 40 - 42,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2713,Aleatorio,100,59,0.59,3,09 - 26 - 31 - 35 - 51 - 55,09 - 23 - 25 - 26 - 35 - 58,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2713,Motor Elite 9,100,63,0.63,2,09 - 10 - 13 - 25 - 46 - 54,09 - 23 - 25 - 26 - 35 - 58,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2714,Aleatorio,100,59,0.59,2,08 - 16 - 32 - 37 - 50 - 52,16 - 17 - 42 - 45 - 52 - 57,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2714,Motor Elite 9,100,52,0.52,2,09 - 11 - 16 - 24 - 43 - 57,16 - 17 - 42 - 45 - 52 - 57,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2715,Aleatorio,100,64,0.64,2,01 - 03 - 24 - 46 - 47 - 53,07 - 19 - 25 - 46 - 50 - 53,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2715,Motor Elite 9,100,87,0.87,3,07 - 10 - 11 - 21 - 46 - 50,07 - 19 - 25 - 46 - 50 - 53,35,0.35,20,20.0,3,3.0,0,0.0,0,0.0,0,0.0
2716,Aleatorio,100,60,0.6,2,05 - 16 - 19 - 28 - 32 - 34,05 - 20 - 27 - 28 - 48 - 49,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2716,Motor Elite 9,100,30,0.3,2,05 - 13 - 20 - 37 - 38 - 60,05 - 20 - 27 - 28 - 48 - 49,1,0.01,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
2717,Aleatorio,100,53,0.53,2,04 - 08 - 16 - 36 - 42 - 50,06 - 22 - 34 - 36 - 44 - 50,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2717,Motor Elite 9,100,49,0.49,2,14 - 22 - 29 - 35 - 46 - 50,06 - 22 - 34 - 36 - 44 - 50,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2718,Aleatorio,100,67,0.67,3,02 - 06 - 30 - 35 - 53 - 59,06 - 30 - 34 - 41 - 46 - 59,27,0.27,12,12.0,3,3.0,0,0.0,0,0.0,0,0.0
2718,Motor Elite 9,100,64,0.64,2,04 - 29 - 30 - 43 - 52 - 59,06 - 30 - 34 - 41 - 46 - 59,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2719,Aleatorio,100,60,0.6,3,17 - 25 - 27 - 28 - 30 - 58,16 - 25 - 27 - 30 - 42 - 48,17,0.17,7,7.0,2,2.0,0,0.0,0,0.0,0,0.0
2719,Motor Elite 9,100,52,0.52,3,10 - 11 - 25 - 27 - 42 - 46,16 - 25 - 27 - 30 - 42 - 48,15,0.15,5,5.0,2,2.0,0,0.0,0,0.0,0,0.0
2720,Aleatorio,100,65,0.65,3,08 - 14 - 15 - 23 - 29 - 31,08 - 15 - 16 - 23 - 42 - 43,18,0.18,13,13.0,1,1.0,0,0.0,0,0.0,0,0.0
2720,Motor Elite 9,100,53,0.53,2,09 - 11 - 16 - 24 - 43 - 57,08 - 15 - 16 - 23 - 42 - 43,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2721,Aleatorio,100,63,0.63,3,09 - 25 - 42 - 48 - 49 - 51,09 - 10 - 11 - 25 - 46 - 48,16,0.16,11,11.0,1,1.0,0,0.0,0,0.0,0,0.0
2721,Motor Elite 9,100,124,1.24,4,10 - 11 - 25 - 27 - 42 - 46,09 - 10 - 11 - 25 - 46 - 48,279,2.79,19,19.0,12,12.0,4,4.0,0,0.0,0,0.0
2722,Aleatorio,100,65,0.65,2,16 - 23 - 27 - 44 - 47 - 54,19 - 23 - 25 - 36 - 44 - 46,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2722,Motor Elite 9,100,70,0.7,3,02 - 19 - 43 - 44 - 46 - 60,19 - 23 - 25 - 36 - 44 - 46,16,0.16,11,11.0,1,1.0,0,0.0,0,0.0,0,0.0
2723,Aleatorio,100,57,0.57,2,10 - 45 - 50 - 52 - 59 - 60,06 - 12 - 19 - 28 - 50 - 60,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2723,Motor Elite 9,100,43,0.43,2,02 - 19 - 43 - 44 - 46 - 60,06 - 12 - 19 - 28 - 50 - 60,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2724,Aleatorio,100,50,0.5,2,11 - 21 - 30 - 36 - 49 - 55,11 - 21 - 24 - 26 - 42 - 54,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2724,Motor Elite 9,100,58,0.58,2,10 - 11 - 25 - 27 - 42 - 46,11 - 21 - 24 - 26 - 42 - 54,16,0.16,16,16.0,0,0.0,0,0.0,0,0.0,0,0.0
2725,Aleatorio,100,63,0.63,3,02 - 03 - 18 - 38 - 47 - 49,02 - 10 - 32 - 33 - 38 - 47,11,0.11,6,6.0,1,1.0,0,0.0,0,0.0,0,0.0
2725,Motor Elite 9,100,82,0.82,3,02 - 10 - 35 - 38 - 41 - 56,02 - 10 - 32 - 33 - 38 - 47,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
2726,Aleatorio,100,74,0.74,3,05 - 14 - 46 - 49 - 53 - 55,27 - 45 - 49 - 53 - 55 - 59,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
2726,Motor Elite 9,100,44,0.44,2,10 - 23 - 34 - 53 - 55 - 60,27 - 45 - 49 - 53 - 55 - 59,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2727,Aleatorio,100,74,0.74,3,03 - 05 - 48 - 51 - 56 - 57,04 - 32 - 39 - 48 - 51 - 57,22,0.22,12,12.0,2,2.0,0,0.0,0,0.0,0,0.0
2727,Motor Elite 9,100,41,0.41,2,08 - 09 - 11 - 39 - 48 - 53,04 - 32 - 39 - 48 - 51 - 57,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2728,Aleatorio,100,51,0.51,2,02 - 05 - 10 - 20 - 51 - 59,02 - 09 - 11 - 25 - 43 - 51,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2728,Motor Elite 9,100,72,0.72,3,09 - 11 - 16 - 24 - 43 - 57,02 - 09 - 11 - 25 - 43 - 51,21,0.21,16,16.0,1,1.0,0,0.0,0,0.0,0,0.0
2729,Aleatorio,100,52,0.52,2,11 - 14 - 19 - 40 - 41 - 53,20 - 27 - 41 - 47 - 53 - 54,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2729,Motor Elite 9,100,59,0.59,2,08 - 27 - 36 - 43 - 52 - 54,20 - 27 - 41 - 47 - 53 - 54,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2730,Aleatorio,100,59,0.59,3,24 - 29 - 33 - 44 - 59 - 60,07 - 24 - 29 - 41 - 46 - 60,18,0.18,8,8.0,2,2.0,0,0.0,0,0.0,0,0.0
2730,Motor Elite 9,100,98,0.98,4,20 - 24 - 29 - 35 - 46 - 60,07 - 24 - 29 - 41 - 46 - 60,86,0.86,16,16.0,4,4.0,1,1.0,0,0.0,0,0.0
2731,Aleatorio,100,63,0.63,2,05 - 18 - 32 - 33 - 38 - 58,04 - 12 - 32 - 45 - 49 - 58,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2731,Motor Elite 9,100,30,0.3,2,01 - 04 - 27 - 36 - 37 - 45,04 - 12 - 32 - 45 - 49 - 58,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2732,Aleatorio,100,73,0.73,3,03 - 06 - 30 - 34 - 49 - 60,01 - 03 - 16 - 18 - 49 - 60,18,0.18,13,13.0,1,1.0,0,0.0,0,0.0,0,0.0
2732,Motor Elite 9,100,43,0.43,2,03 - 07 - 10 - 11 - 46 - 60,01 - 03 - 16 - 18 - 49 - 60,1,0.01,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
2733,Aleatorio,100,59,0.59,3,20 - 21 - 28 - 39 - 42 - 53,14 - 20 - 21 - 39 - 44 - 56,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2733,Motor Elite 9,100,57,0.57,2,10 - 14 - 15 - 24 - 44 - 47,14 - 20 - 21 - 39 - 44 - 56,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2734,Aleatorio,100,67,0.67,3,21 - 28 - 36 - 48 - 52 - 59,21 - 27 - 35 - 48 - 59 - 60,18,0.18,13,13.0,1,1.0,0,0.0,0,0.0,0,0.0
2734,Motor Elite 9,100,69,0.69,2,04 - 27 - 35 - 38 - 52 - 56,21 - 27 - 35 - 48 - 59 - 60,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2735,Aleatorio,100,71,0.71,3,23 - 33 - 46 - 47 - 49 - 55,05 - 33 - 46 - 47 - 53 - 59,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2735,Motor Elite 9,100,70,0.7,3,04 - 29 - 35 - 46 - 47 - 59,05 - 33 - 46 - 47 - 53 - 59,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2736,Aleatorio,100,80,0.8,4,11 - 24 - 26 - 42 - 43 - 44,11 - 17 - 24 - 26 - 35 - 43,71,0.71,16,16.0,1,1.0,1,1.0,0,0.0,0,0.0
2736,Motor Elite 9,100,93,0.93,3,09 - 11 - 16 - 24 - 43 - 57,11 - 17 - 24 - 26 - 35 - 43,31,0.31,16,16.0,3,3.0,0,0.0,0,0.0,0,0.0
2737,Aleatorio,100,65,0.65,3,08 - 16 - 23 - 30 - 34 - 54,16 - 20 - 30 - 34 - 37 - 45,23,0.23,8,8.0,3,3.0,0,0.0,0,0.0,0,0.0
2737,Motor Elite 9,100,61,0.61,2,01 - 10 - 17 - 30 - 37 - 50,16 - 20 - 30 - 34 - 37 - 45,17,0.17,17,17.0,0,0.0,0,0.0,0,0.0,0,0.0
2738,Aleatorio,100,60,0.6,2,02 - 07 - 17 - 27 - 40 - 44,02 - 19 - 25 - 44 - 46 - 60,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2738,Motor Elite 9,100,79,0.79,5,02 - 19 - 43 - 44 - 46 - 60,02 - 19 - 25 - 44 - 46 - 60,524,5.24,14,14.0,2,2.0,0,0.0,1,1.0,0,0.0
2739,Aleatorio,100,68,0.68,4,06 - 25 - 37 - 47 - 53 - 56,19 - 25 - 37 - 45 - 47 - 53,73,0.73,8,8.0,3,3.0,1,1.0,0,0.0,0,0.0
2739,Motor Elite 9,100,62,0.62,2,01 - 04 - 27 - 36 - 37 - 45,19 - 25 - 37 - 45 - 47 - 53,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2740,Aleatorio,100,54,0.54,3,08 - 13 - 16 - 18 - 27 - 41,13 - 16 - 17 - 34 - 41 - 47,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2740,Motor Elite 9,100,54,0.54,2,10 - 13 - 16 - 36 - 53 - 57,13 - 16 - 17 - 34 - 41 - 47,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2741,Aleatorio,100,54,0.54,3,10 - 33 - 38 - 39 - 42 - 53,01 - 33 - 35 - 39 - 42 - 56,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2741,Motor Elite 9,100,73,0.73,3,01 - 29 - 32 - 35 - 43 - 56,01 - 33 - 35 - 39 - 42 - 56,27,0.27,17,17.0,2,2.0,0,0.0,0,0.0,0,0.0
2742,Aleatorio,100,59,0.59,2,11 - 12 - 19 - 34 - 41 - 57,02 - 11 - 25 - 32 - 37 - 57,13,0.13,13,13.0,0,0.0,0,0.0,0,0.0,0,0.0
2742,Motor Elite 9,100,75,0.75,3,06 - 07 - 25 - 26 - 37 - 57,02 - 11 - 25 - 32 - 37 - 57,24,0.24,14,14.0,2,2.0,0,0.0,0,0.0,0,0.0
2743,Aleatorio,100,64,0.64,2,11 - 25 - 39 - 42 - 53 - 56,13 - 25 - 27 - 30 - 37 - 53,16,0.16,16,16.0,0,0.0,0,0.0,0,0.0,0,0.0
2743,Motor Elite 9,100,91,0.91,4,10 - 13 - 25 - 27 - 37 - 50,13 - 25 - 27 - 30 - 37 - 53,88,0.88,23,23.0,3,3.0,1,1.0,0,0.0,0,0.0
2744,Aleatorio,100,57,0.57,3,04 - 10 - 11 - 22 - 33 - 38,10 - 25 - 26 - 33 - 34 - 38,16,0.16,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0
2744,Motor Elite 9,100,80,0.8,3,01 - 10 - 26 - 33 - 35 - 46,10 - 25 - 26 - 33 - 34 - 38,23,0.23,18,18.0,1,1.0,0,0.0,0,0.0,0,0.0
2745,Aleatorio,100,58,0.58,3,05 - 18 - 21 - 44 - 52 - 57,02 - 05 - 07 - 11 - 52 - 57,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2745,Motor Elite 9,100,60,0.6,3,05 - 09 - 11 - 16 - 24 - 57,02 - 05 - 07 - 11 - 52 - 57,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2746,Aleatorio,100,48,0.48,3,06 - 22 - 25 - 27 - 47 - 56,22 - 27 - 30 - 43 - 51 - 56,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2746,Motor Elite 9,100,69,0.69,3,04 - 29 - 30 - 35 - 43 - 56,22 - 27 - 30 - 43 - 51 - 56,21,0.21,16,16.0,1,1.0,0,0.0,0,0.0,0,0.0
2747,Aleatorio,100,58,0.58,3,02 - 14 - 28 - 45 - 47 - 52,14 - 17 - 24 - 28 - 36 - 45,16,0.16,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0
2747,Motor Elite 9,100,50,0.5,4,12 - 14 - 28 - 36 - 45 - 55,14 - 17 - 24 - 28 - 36 - 45,61,0.61,6,6.0,1,1.0,1,1.0,0,0.0,0,0.0
2748,Aleatorio,100,63,0.63,3,19 - 20 - 27 - 28 - 43 - 46,19 - 32 - 43 - 46 - 50 - 52,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2748,Motor Elite 9,100,94,0.94,3,02 - 19 - 43 - 44 - 46 - 60,19 - 32 - 43 - 46 - 50 - 52,24,0.24,19,19.0,1,1.0,0,0.0,0,0.0,0,0.0
2749,Aleatorio,100,61,0.61,3,33 - 38 - 42 - 43 - 44 - 46,08 - 25 - 27 - 38 - 43 - 44,26,0.26,11,11.0,3,3.0,0,0.0,0,0.0,0,0.0
2749,Motor Elite 9,100,68,0.68,3,08 - 27 - 36 - 37 - 43 - 57,08 - 25 - 27 - 38 - 43 - 44,20,0.2,10,10.0,2,2.0,0,0.0,0,0.0,0,0.0
2750,Aleatorio,100,53,0.53,3,07 - 11 - 16 - 25 - 36 - 44,07 - 11 - 12 - 19 - 36 - 52,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2750,Motor Elite 9,100,52,0.52,3,07 - 12 - 14 - 35 - 36 - 46,07 - 11 - 12 - 19 - 36 - 52,11,0.11,6,6.0,1,1.0,0,0.0,0,0.0,0,0.0
2751,Aleatorio,100,67,0.67,3,04 - 13 - 33 - 39 - 42 - 47,04 - 13 - 18 - 42 - 52 - 53,18,0.18,8,8.0,2,2.0,0,0.0,0,0.0,0,0.0
2751,Motor Elite 9,100,70,0.7,3,04 - 13 - 36 - 40 - 43 - 53,04 - 13 - 18 - 42 - 52 - 53,18,0.18,13,13.0,1,1.0,0,0.0,0,0.0,0,0.0
2752,Aleatorio,100,49,0.49,2,12 - 29 - 40 - 44 - 56 - 59,04 - 15 - 24 - 40 - 44 - 47,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2752,Motor Elite 9,100,40,0.4,4,10 - 14 - 15 - 24 - 44 - 47,04 - 15 - 24 - 40 - 44 - 47,54,0.54,4,4.0,0,0.0,1,1.0,0,0.0,0,0.0
2753,Aleatorio,100,64,0.64,3,06 - 15 - 20 - 31 - 46 - 54,06 - 26 - 31 - 46 - 52 - 55,20,0.2,10,10.0,2,2.0,0,0.0,0,0.0,0,0.0
2753,Motor Elite 9,100,67,0.67,5,06 - 07 - 26 - 31 - 46 - 52,06 - 26 - 31 - 46 - 52 - 55,556,5.56,6,6.0,0,0.0,1,1.0,1,1.0,0,0.0
2754,Aleatorio,100,64,0.64,3,04 - 10 - 21 - 24 - 44 - 58,10 - 14 - 44 - 55 - 56 - 58,19,0.19,9,9.0,2,2.0,0,0.0,0,0.0,0,0.0
2754,Motor Elite 9,100,86,0.86,3,10 - 14 - 15 - 24 - 44 - 47,10 - 14 - 44 - 55 - 56 - 58,22,0.22,12,12.0,2,2.0,0,0.0,0,0.0,0,0.0
2755,Aleatorio,100,65,0.65,2,05 - 07 - 17 - 35 - 49 - 53,07 - 13 - 17 - 33 - 41 - 58,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2755,Motor Elite 9,100,46,0.46,2,03 - 07 - 29 - 38 - 41 - 56,07 - 13 - 17 - 33 - 41 - 58,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2756,Aleatorio,100,56,0.56,2,13 - 25 - 39 - 45 - 46 - 55,01 - 06 - 13 - 18 - 43 - 46,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2756,Motor Elite 9,100,100,1.0,3,06 - 11 - 42 - 43 - 46 - 53,01 - 06 - 13 - 18 - 43 - 46,30,0.3,15,15.0,3,3.0,0,0.0,0,0.0,0,0.0
2757,Aleatorio,100,62,0.62,3,01 - 16 - 41 - 51 - 54 - 56,01 - 21 - 37 - 40 - 51 - 54,16,0.16,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0
2757,Motor Elite 9,100,53,0.53,2,01 - 10 - 17 - 30 - 37 - 50,01 - 21 - 37 - 40 - 51 - 54,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2758,Aleatorio,100,48,0.48,3,19 - 30 - 35 - 37 - 42 - 51,19 - 35 - 36 - 37 - 41 - 60,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2758,Motor Elite 9,100,84,0.84,2,01 - 04 - 27 - 36 - 37 - 45,19 - 35 - 36 - 37 - 41 - 60,22,0.22,22,22.0,0,0.0,0,0.0,0,0.0,0,0.0
2759,Aleatorio,100,68,0.68,3,10 - 15 - 39 - 40 - 43 - 59,03 - 10 - 38 - 40 - 48 - 59,26,0.26,11,11.0,3,3.0,0,0.0,0,0.0,0,0.0
2759,Motor Elite 9,100,66,0.66,2,10 - 13 - 20 - 37 - 38 - 50,03 - 10 - 38 - 40 - 48 - 59,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2760,Aleatorio,100,54,0.54,3,07 - 08 - 15 - 19 - 33 - 48,08 - 11 - 19 - 39 - 47 - 48,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2760,Motor Elite 9,100,45,0.45,4,08 - 09 - 11 - 39 - 48 - 53,08 - 11 - 19 - 39 - 47 - 48,101,1.01,1,1.0,0,0.0,2,2.0,0,0.0,0,0.0
2761,Aleatorio,100,57,0.57,3,01 - 22 - 33 - 40 - 44 - 49,03 - 22 - 34 - 44 - 49 - 57,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2761,Motor Elite 9,100,36,0.36,2,14 - 22 - 29 - 35 - 46 - 49,03 - 22 - 34 - 44 - 49 - 57,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2762,Aleatorio,100,55,0.55,3,01 - 22 - 37 - 48 - 50 - 53,01 - 17 - 30 - 40 - 48 - 50,17,0.17,7,7.0,2,2.0,0,0.0,0,0.0,0,0.0
2762,Motor Elite 9,100,53,0.53,4,01 - 10 - 17 - 30 - 37 - 50,01 - 17 - 30 - 40 - 48 - 50,216,2.16,1,1.0,3,3.0,4,4.0,0,0.0,0,0.0
2763,Aleatorio,100,57,0.57,3,01 - 03 - 15 - 41 - 43 - 49,15 - 16 - 19 - 43 - 44 - 49,21,0.21,6,6.0,3,3.0,0,0.0,0,0.0,0,0.0
2763,Motor Elite 9,100,44,0.44,3,02 - 19 - 43 - 44 - 46 - 60,15 - 16 - 19 - 43 - 44 - 49,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2764,Aleatorio,100,53,0.53,2,07 - 23 - 30 - 31 - 49 - 51,20 - 31 - 34 - 38 - 42 - 51,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2764,Motor Elite 9,100,38,0.38,2,10 - 13 - 20 - 37 - 38 - 50,20 - 31 - 34 - 38 - 42 - 51,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2765,Aleatorio,100,63,0.63,3,03 - 12 - 21 - 34 - 39 - 53,08 - 12 - 34 - 39 - 43 - 47,19,0.19,9,9.0,2,2.0,0,0.0,0,0.0,0,0.0
2765,Motor Elite 9,100,49,0.49,3,08 - 09 - 11 - 39 - 44 - 47,08 - 12 - 34 - 39 - 43 - 47,11,0.11,6,6.0,1,1.0,0,0.0,0,0.0,0,0.0
2766,Aleatorio,100,55,0.55,2,03 - 24 - 36 - 44 - 46 - 59,09 - 10 - 34 - 36 - 38 - 44,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2766,Motor Elite 9,100,88,0.88,3,02 - 10 - 23 - 34 - 44 - 47,09 - 10 - 34 - 36 - 38 - 44,20,0.2,15,15.0,1,1.0,0,0.0,0,0.0,0,0.0
2767,Aleatorio,100,67,0.67,3,01 - 07 - 14 - 39 - 42 - 47,14 - 21 - 42 - 47 - 50 - 59,19,0.19,14,14.0,1,1.0,0,0.0,0,0.0,0,0.0
2767,Motor Elite 9,100,57,0.57,2,10 - 14 - 15 - 24 - 44 - 47,14 - 21 - 42 - 47 - 50 - 59,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2768,Aleatorio,100,56,0.56,3,18 - 32 - 33 - 34 - 40 - 55,02 - 12 - 18 - 28 - 32 - 33,30,0.3,5,5.0,5,5.0,0,0.0,0,0.0,0,0.0
2768,Motor Elite 9,100,22,0.22,2,12 - 14 - 28 - 36 - 45 - 55,02 - 12 - 18 - 28 - 32 - 33,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2769,Aleatorio,100,60,0.6,3,05 - 07 - 16 - 28 - 35 - 60,10 - 16 - 35 - 46 - 49 - 60,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2769,Motor Elite 9,100,136,1.36,4,07 - 10 - 26 - 35 - 46 - 60,10 - 16 - 35 - 46 - 49 - 60,123,1.23,38,38.0,7,7.0,1,1.0,0,0.0,0,0.0
2770,Aleatorio,100,53,0.53,3,02 - 10 - 28 - 37 - 50 - 59,21 - 28 - 37 - 44 - 50 - 60,16,0.16,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0
2770,Motor Elite 9,100,66,0.66,2,01 - 10 - 17 - 30 - 37 - 50,21 - 28 - 37 - 44 - 50 - 60,22,0.22,22,22.0,0,0.0,0,0.0,0,0.0,0,0.0
2771,Aleatorio,100,58,0.58,3,13 - 14 - 16 - 33 - 39 - 54,07 - 13 - 14 - 33 - 38 - 50,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2771,Motor Elite 9,100,79,0.79,3,10 - 13 - 20 - 37 - 38 - 50,07 - 13 - 14 - 33 - 38 - 50,22,0.22,17,17.0,1,1.0,0,0.0,0,0.0,0,0.0
2772,Aleatorio,100,56,0.56,2,15 - 21 - 32 - 41 - 54 - 56,01 - 12 - 33 - 41 - 53 - 56,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2772,Motor Elite 9,100,49,0.49,2,01 - 29 - 32 - 35 - 43 - 56,01 - 12 - 33 - 41 - 53 - 56,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2773,Aleatorio,100,67,0.67,3,19 - 23 - 34 - 44 - 48 - 58,19 - 23 - 32 - 34 - 38 - 57,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
