Concurso,Motor,Jogos,Total de acertos,Media de acertos por jogo,Melhor acerto,Melhor jogo,Resultado real,Score total premiacao,Score medio premiacao por jogo,Jogos com 2 acertos,Taxa 2 acertos (%),Jogos com 3 acertos,Taxa 3 acertos (%),Jogos com 4 acertos,Taxa 4 acertos (%),Jogos com 5 acertos,Taxa 5 acertos (%),Jogos com 6 acertos,Taxa 6 acertos (%)
2189,Aleatorio,100,59,0.59,3,04 - 11 - 20 - 22 - 25 - 28,04 - 11 - 16 - 22 - 29 - 33,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2189,Motor Elite 9,100,83,0.83,3,14 - 22 - 29 - 33 - 35 - 46,04 - 11 - 16 - 22 - 29 - 33,35,0.35,20,20.0,3,3.0,0,0.0,0,0.0,0,0.0
2190,Aleatorio,100,46,0.46,2,15 - 22 - 25 - 33 - 35 - 54,05 - 09 - 20 - 25 - 35 - 53,4,0.04,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2190,Motor Elite 9,100,81,0.81,2,08 - 09 - 11 - 39 - 48 - 53,05 - 09 - 20 - 25 - 35 - 53,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2191,Aleatorio,100,63,0.63,2,04 - 26 - 32 - 45 - 49 - 52,04 - 08 - 26 - 33 - 46 - 53,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2191,Motor Elite 9,100,80,0.8,3,01 - 10 - 26 - 33 - 35 - 46,04 - 08 - 26 - 33 - 46 - 53,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2192,Aleatorio,100,65,0.65,3,07 - 37 - 46 - 48 - 54 - 57,07 - 16 - 37 - 53 - 57 - 59,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2192,Motor Elite 9,100,64,0.64,3,10 - 13 - 16 - 36 - 53 - 57,07 - 16 - 37 - 53 - 57 - 59,21,0.21,6,6.0,3,3.0,0,0.0,0,0.0,0,0.0
2193,Aleatorio,100,54,0.54,3,07 - 16 - 18 - 27 - 42 - 57,07 - 08 - 22 - 27 - 29 - 42,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2193,Motor Elite 9,100,68,0.68,3,14 - 22 - 27 - 29 - 33 - 46,07 - 08 - 22 - 27 - 29 - 42,20,0.2,15,15.0,1,1.0,0,0.0,0,0.0,0,0.0
2194,Aleatorio,100,66,0.66,2,15 - 16 - 27 - 34 - 40 - 42,08 - 16 - 20 - 21 - 31 - 34,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2194,Motor Elite 9,100,36,0.36,2,10 - 20 - 21 - 35 - 37 - 43,08 - 16 - 20 - 21 - 31 - 34,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2195,Aleatorio,100,52,0.52,3,30 - 36 - 38 - 44 - 46 - 53,14 - 24 - 32 - 38 - 46 - 53,17,0.17,7,7.0,2,2.0,0,0.0,0,0.0,0,0.0
2195,Motor Elite 9,100,96,0.96,3,10 - 14 - 15 - 46 - 50 - 53,14 - 24 - 32 - 38 - 46 - 53,23,0.23,18,18.0,1,1.0,0,0.0,0,0.0,0,0.0
2196,Aleatorio,100,64,0.64,4,06 - 25 - 27 - 28 - 41 - 58,01 - 25 - 27 - 28 - 41 - 56,58,0.58,8,8.0,0,0.0,1,1.0,0,0.0,0,0.0
2196,Motor Elite 9,100,51,0.51,2,01 - 29 - 32 - 35 - 43 - 56,01 - 25 - 27 - 28 - 41 - 56,13,0.13,13,13.0,0,0.0,0,0.0,0,0.0,0,0.0
2197,Aleatorio,100,58,0.58,3,06 - 21 - 29 - 35 - 44 - 46,03 - 11 - 29 - 35 - 44 - 57,24,0.24,9,9.0,3,3.0,0,0.0,0,0.0,0,0.0
2197,Motor Elite 9,100,96,0.96,3,14 - 22 - 29 - 35 - 52 - 57,03 - 11 - 29 - 35 - 44 - 57,35,0.35,25,25.0,2,2.0,0,0.0,0,0.0,0,0.0
2198,Aleatorio,100,70,0.7,2,01 - 20 - 41 - 44 - 46 - 49,01 - 11 - 34 - 36 - 44 - 56,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2198,Motor Elite 9,100,63,0.63,2,01 - 29 - 32 - 35 - 43 - 56,01 - 11 - 34 - 36 - 44 - 56,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2199,Aleatorio,100,62,0.62,3,05 - 29 - 30 - 35 - 38 - 54,15 - 23 - 30 - 35 - 38 - 44,17,0.17,7,7.0,2,2.0,0,0.0,0,0.0,0,0.0
2199,Motor Elite 9,100,71,0.71,3,04 - 30 - 35 - 38 - 41 - 56,15 - 23 - 30 - 35 - 38 - 44,23,0.23,8,8.0,3,3.0,0,0.0,0,0.0,0,0.0
2200,Aleatorio,100,51,0.51,4,11 - 28 - 29 - 43 - 54 - 55,11 - 15 - 28 - 36 - 43 - 55,61,0.61,6,6.0,1,1.0,1,1.0,0,0.0,0,0.0
2200,Motor Elite 9,100,68,0.68,3,10 - 11 - 43 - 53 - 55 - 60,11 - 15 - 28 - 36 - 43 - 55,29,0.29,9,9.0,4,4.0,0,0.0,0,0.0,0,0.0
2201,Aleatorio,100,60,0.6,3,03 - 23 - 25 - 43 - 49 - 50,03 - 13 - 23 - 41 - 49 - 53,19,0.19,9,9.0,2,2.0,0,0.0,0,0.0,0,0.0
2201,Motor Elite 9,100,50,0.5,2,10 - 23 - 34 - 53 - 55 - 60,03 - 13 - 23 - 41 - 49 - 53,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2202,Aleatorio,100,71,0.71,3,04 - 11 - 29 - 35 - 37 - 57,11 - 29 - 37 - 38 - 43 - 60,23,0.23,13,13.0,2,2.0,0,0.0,0,0.0,0,0.0
2202,Motor Elite 9,100,120,1.2,4,10 - 11 - 13 - 37 - 38 - 60,11 - 29 - 37 - 38 - 43 - 60,109,1.09,29,29.0,6,6.0,1,1.0,0,0.0,0,0.0
2203,Aleatorio,100,75,0.75,2,12 - 16 - 17 - 26 - 48 - 50,17 - 34 - 46 - 49 - 50 - 57,16,0.16,16,16.0,0,0.0,0,0.0,0,0.0,0,0.0
2203,Motor Elite 9,100,77,0.77,2,01 - 10 - 17 - 30 - 37 - 50,17 - 34 - 46 - 49 - 50 - 57,14,0.14,14,14.0,0,0.0,0,0.0,0,0.0,0,0.0
2204,Aleatorio,100,63,0.63,2,01 - 11 - 29 - 38 - 47 - 58,01 - 28 - 29 - 32 - 35 - 56,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2204,Motor Elite 9,100,88,0.88,5,01 - 29 - 32 - 35 - 43 - 56,01 - 28 - 29 - 32 - 35 - 56,636,6.36,21,21.0,3,3.0,2,2.0,1,1.0,0,0.0
2205,Aleatorio,100,54,0.54,3,08 - 09 - 12 - 37 - 42 - 48,12 - 21 - 28 - 37 - 42 - 57,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2205,Motor Elite 9,100,51,0.51,3,09 - 16 - 28 - 37 - 43 - 57,12 - 21 - 28 - 37 - 42 - 57,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2206,Aleatorio,100,53,0.53,2,06 - 15 - 27 - 28 - 36 - 47,06 - 27 - 38 - 42 - 45 - 57,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2206,Motor Elite 9,100,55,0.55,2,01 - 04 - 27 - 36 - 37 - 45,06 - 27 - 38 - 42 - 45 - 57,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2207,Aleatorio,100,65,0.65,2,10 - 14 - 36 - 44 - 53 - 58,06 - 10 - 11 - 43 - 53 - 55,13,0.13,13,13.0,0,0.0,0,0.0,0,0.0,0,0.0
2207,Motor Elite 9,100,114,1.14,5,10 - 11 - 43 - 53 - 55 - 60,06 - 10 - 11 - 43 - 53 - 55,1102,11.02,22,22.0,6,6.0,1,1.0,2,2.0,0,0.0
2208,Aleatorio,100,66,0.66,3,09 - 12 - 23 - 25 - 40 - 49,16 - 25 - 30 - 40 - 45 - 49,23,0.23,13,13.0,2,2.0,0,0.0,0,0.0,0,0.0
2208,Motor Elite 9,100,40,0.4,2,08 - 27 - 36 - 37 - 40 - 45,16 - 25 - 30 - 40 - 45 - 49,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2209,Aleatorio,100,63,0.63,3,14 - 22 - 25 - 27 - 33 - 60,22 - 25 - 28 - 32 - 33 - 47,19,0.19,9,9.0,2,2.0,0,0.0,0,0.0,0,0.0
2209,Motor Elite 9,100,41,0.41,2,14 - 22 - 29 - 33 - 35 - 46,22 - 25 - 28 - 32 - 33 - 47,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2210,Aleatorio,100,63,0.63,3,12 - 13 - 24 - 25 - 34 - 52,11 - 17 - 24 - 25 - 33 - 34,20,0.2,10,10.0,2,2.0,0,0.0,0,0.0,0,0.0
2210,Motor Elite 9,100,53,0.53,2,10 - 11 - 25 - 27 - 42 - 46,11 - 17 - 24 - 25 - 33 - 34,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2211,Aleatorio,100,60,0.6,3,01 - 22 - 27 - 36 - 47 - 54,27 - 36 - 40 - 41 - 44 - 54,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2211,Motor Elite 9,100,43,0.43,3,08 - 27 - 36 - 37 - 40 - 45,27 - 36 - 40 - 41 - 44 - 54,13,0.13,3,3.0,2,2.0,0,0.0,0,0.0,0,0.0
2212,Aleatorio,100,71,0.71,3,12 - 23 - 26 - 34 - 47 - 52,23 - 26 - 51 - 52 - 53 - 58,20,0.2,15,15.0,1,1.0,0,0.0,0,0.0,0,0.0
2212,Motor Elite 9,100,36,0.36,2,10 - 23 - 34 - 53 - 55 - 60,23 - 26 - 51 - 52 - 53 - 58,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2213,Aleatorio,100,74,0.74,3,07 - 14 - 34 - 46 - 47 - 60,05 - 07 - 10 - 32 - 46 - 60,16,0.16,11,11.0,1,1.0,0,0.0,0,0.0,0,0.0
2213,Motor Elite 9,100,114,1.14,4,03 - 07 - 10 - 11 - 46 - 60,05 - 07 - 10 - 32 - 46 - 60,143,1.43,28,28.0,3,3.0,2,2.0,0,0.0,0,0.0
2214,Aleatorio,100,58,0.58,3,01 - 18 - 19 - 30 - 47 - 53,04 - 10 - 18 - 30 - 34 - 47,20,0.2,10,10.0,2,2.0,0,0.0,0,0.0,0,0.0
2214,Motor Elite 9,100,83,0.83,3,02 - 10 - 23 - 34 - 44 - 47,04 - 10 - 18 - 30 - 34 - 47,23,0.23,18,18.0,1,1.0,0,0.0,0,0.0,0,0.0
2215,Aleatorio,100,63,0.63,2,19 - 23 - 38 - 42 - 55 - 58,01 - 19 - 21 - 23 - 33 - 43,15,0.15,15,15.0,0,0.0,0,0.0,0,0.0,0,0.0
2215,Motor Elite 9,100,55,0.55,2,01 - 29 - 32 - 35 - 43 - 56,01 - 19 - 21 - 23 - 33 - 43,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2216,Aleatorio,100,49,0.49,2,07 - 10 - 34 - 35 - 42 - 58,10 - 24 - 42 - 43 - 48 - 49,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2216,Motor Elite 9,100,84,0.84,3,10 - 11 - 16 - 24 - 43 - 57,10 - 24 - 42 - 43 - 48 - 49,19,0.19,14,14.0,1,1.0,0,0.0,0,0.0,0,0.0
2217,Aleatorio,100,66,0.66,2,12 - 13 - 16 - 30 - 38 - 54,10 - 14 - 16 - 30 - 32 - 36,16,0.16,16,16.0,0,0.0,0,0.0,0,0.0,0,0.0
2217,Motor Elite 9,100,97,0.97,3,10 - 13 - 16 - 36 - 53 - 57,10 - 14 - 16 - 30 - 32 - 36,24,0.24,14,14.0,2,2.0,0,0.0,0,0.0,0,0.0
2218,Aleatorio,100,62,0.62,3,11 - 27 - 36 - 38 - 48 - 52,06 - 16 - 22 - 38 - 48 - 52,16,0.16,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0
2218,Motor Elite 9,100,49,0.49,2,04 - 27 - 35 - 38 - 52 - 56,06 - 16 - 22 - 38 - 48 - 52,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2219,Aleatorio,100,66,0.66,3,06 - 33 - 36 - 40 - 45 - 57,08 - 28 - 36 - 45 - 57 - 59,24,0.24,9,9.0,3,3.0,0,0.0,0,0.0,0,0.0
2219,Motor Elite 9,100,37,0.37,3,08 - 27 - 36 - 37 - 40 - 45,08 - 28 - 36 - 45 - 57 - 59,20,0.2,5,5.0,3,3.0,0,0.0,0,0.0,0,0.0
2220,Aleatorio,100,81,0.81,3,03 - 07 - 18 - 40 - 53 - 57,03 - 35 - 38 - 40 - 57 - 58,31,0.31,16,16.0,3,3.0,0,0.0,0,0.0,0,0.0
2220,Motor Elite 9,100,62,0.62,3,04 - 30 - 35 - 38 - 43 - 57,03 - 35 - 38 - 40 - 57 - 58,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2221,Aleatorio,100,54,0.54,4,05 - 06 - 34 - 48 - 56 - 57,05 - 23 - 34 - 45 - 56 - 57,59,0.59,4,4.0,1,1.0,1,1.0,0,0.0,0,0.0
2221,Motor Elite 9,100,42,0.42,3,02 - 19 - 23 - 34 - 53 - 57,05 - 23 - 34 - 45 - 56 - 57,14,0.14,4,4.0,2,2.0,0,0.0,0,0.0,0,0.0
2222,Aleatorio,100,49,0.49,2,07 - 22 - 30 - 51 - 59 - 60,13 - 14 - 29 - 30 - 48 - 59,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2222,Motor Elite 9,100,82,0.82,3,04 - 29 - 30 - 43 - 52 - 59,13 - 14 - 29 - 30 - 48 - 59,23,0.23,18,18.0,1,1.0,0,0.0,0,0.0,0,0.0
2223,Aleatorio,100,58,0.58,2,01 - 02 - 15 - 35 - 50 - 56,02 - 26 - 40 - 42 - 49 - 56,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2223,Motor Elite 9,100,34,0.34,2,02 - 10 - 35 - 38 - 41 - 56,02 - 26 - 40 - 42 - 49 - 56,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2224,Aleatorio,100,56,0.56,2,16 - 25 - 31 - 37 - 44 - 58,16 - 23 - 32 - 50 - 52 - 58,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2224,Motor Elite 9,100,45,0.45,2,09 - 11 - 16 - 24 - 46 - 52,16 - 23 - 32 - 50 - 52 - 58,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2225,Aleatorio,100,56,0.56,2,01 - 13 - 18 - 23 - 44 - 55,01 - 32 - 37 - 44 - 46 - 47,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2225,Motor Elite 9,100,89,0.89,3,01 - 29 - 32 - 35 - 37 - 50,01 - 32 - 37 - 44 - 46 - 47,25,0.25,20,20.0,1,1.0,0,0.0,0,0.0,0,0.0
2226,Aleatorio,100,58,0.58,3,02 - 04 - 05 - 21 - 29 - 30,02 - 04 - 07 - 16 - 30 - 38,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2226,Motor Elite 9,100,63,0.63,3,04 - 30 - 35 - 38 - 41 - 56,02 - 04 - 07 - 16 - 30 - 38,20,0.2,10,10.0,2,2.0,0,0.0,0,0.0,0,0.0
2227,Aleatorio,100,53,0.53,3,01 - 06 - 12 - 32 - 40 - 54,06 - 09 - 12 - 27 - 32 - 57,18,0.18,8,8.0,2,2.0,0,0.0,0,0.0,0,0.0
2227,Motor Elite 9,100,47,0.47,2,09 - 11 - 16 - 24 - 43 - 57,06 - 09 - 12 - 27 - 32 - 57,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2228,Aleatorio,100,57,0.57,2,10 - 11 - 23 - 27 - 39 - 52,09 - 19 - 23 - 32 - 39 - 45,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2228,Motor Elite 9,100,39,0.39,2,09 - 10 - 39 - 42 - 46 - 54,09 - 19 - 23 - 32 - 39 - 45,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2229,Aleatorio,100,55,0.55,3,11 - 27 - 38 - 41 - 46 - 58,06 - 11 - 29 - 40 - 41 - 58,15,0.15,5,5.0,2,2.0,0,0.0,0,0.0,0,0.0
2229,Motor Elite 9,100,57,0.57,2,10 - 11 - 21 - 29 - 46 - 50,06 - 11 - 29 - 40 - 41 - 58,4,0.04,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2230,Aleatorio,100,55,0.55,2,07 - 16 - 26 - 27 - 28 - 40,07 - 17 - 26 - 39 - 56 - 60,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2230,Motor Elite 9,100,55,0.55,3,07 - 10 - 26 - 35 - 46 - 60,07 - 17 - 26 - 39 - 56 - 60,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2231,Aleatorio,100,56,0.56,2,13 - 17 - 23 - 37 - 44 - 57,04 - 13 - 25 - 40 - 53 - 57,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2231,Motor Elite 9,100,75,0.75,4,04 - 13 - 36 - 40 - 43 - 53,04 - 13 - 25 - 40 - 53 - 57,72,0.72,12,12.0,2,2.0,1,1.0,0,0.0,0,0.0
2232,Aleatorio,100,65,0.65,2,02 - 25 - 26 - 31 - 38 - 44,07 - 08 - 31 - 34 - 38 - 47,13,0.13,13,13.0,0,0.0,0,0.0,0,0.0,0,0.0
2232,Motor Elite 9,100,40,0.4,2,06 - 07 - 26 - 31 - 46 - 52,07 - 08 - 31 - 34 - 38 - 47,4,0.04,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2233,Aleatorio,100,52,0.52,2,02 - 06 - 31 - 42 - 45 - 48,04 - 06 - 32 - 35 - 41 - 45,4,0.04,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2233,Motor Elite 9,100,64,0.64,3,04 - 30 - 35 - 38 - 41 - 56,04 - 06 - 32 - 35 - 41 - 45,18,0.18,13,13.0,1,1.0,0,0.0,0,0.0,0,0.0
2234,Aleatorio,100,52,0.52,2,21 - 29 - 32 - 41 - 43 - 60,04 - 21 - 27 - 29 - 42 - 47,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2234,Motor Elite 9,100,74,0.74,3,04 - 29 - 35 - 46 - 47 - 59,04 - 21 - 27 - 29 - 42 - 47,20,0.2,15,15.0,1,1.0,0,0.0,0,0.0,0,0.0
2235,Aleatorio,100,65,0.65,3,16 - 17 - 18 - 30 - 35 - 44,14 - 18 - 30 - 35 - 55 - 57,23,0.23,8,8.0,3,3.0,0,0.0,0,0.0,0,0.0
2235,Motor Elite 9,100,82,0.82,3,04 - 30 - 35 - 38 - 43 - 57,14 - 18 - 30 - 35 - 55 - 57,27,0.27,17,17.0,2,2.0,0,0.0,0,0.0,0,0.0
2236,Aleatorio,100,66,0.66,3,08 - 27 - 29 - 43 - 45 - 53,07 - 20 - 38 - 43 - 45 - 53,22,0.22,7,7.0,3,3.0,0,0.0,0,0.0,0,0.0
2236,Motor Elite 9,100,75,0.75,2,10 - 11 - 43 - 53 - 55 - 60,07 - 20 - 38 - 43 - 45 - 53,15,0.15,15,15.0,0,0.0,0,0.0,0,0.0,0,0.0
2237,Aleatorio,100,55,0.55,3,11 - 20 - 27 - 42 - 43 - 47,11 - 20 - 27 - 28 - 53 - 60,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2237,Motor Elite 9,100,75,0.75,3,10 - 11 - 43 - 53 - 55 - 60,11 - 20 - 27 - 28 - 53 - 60,29,0.29,14,14.0,3,3.0,0,0.0,0,0.0,0,0.0
2238,Aleatorio,100,65,0.65,3,11 - 13 - 26 - 36 - 39 - 57,11 - 36 - 45 - 55 - 57 - 58,18,0.18,8,8.0,2,2.0,0,0.0,0,0.0,0,0.0
2238,Motor Elite 9,100,58,0.58,3,12 - 14 - 28 - 36 - 45 - 55,11 - 36 - 45 - 55 - 57 - 58,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
2239,Aleatorio,100,67,0.67,3,03 - 07 - 23 - 39 - 46 - 48,07 - 27 - 31 - 39 - 45 - 46,22,0.22,12,12.0,2,2.0,0,0.0,0,0.0,0,0.0
2239,Motor Elite 9,100,70,0.7,3,06 - 07 - 26 - 31 - 46 - 52,07 - 27 - 31 - 39 - 45 - 46,20,0.2,15,15.0,1,1.0,0,0.0,0,0.0,0,0.0
2240,Aleatorio,100,56,0.56,3,07 - 19 - 25 - 28 - 38 - 42,07 - 09 - 10 - 19 - 25 - 58,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2240,Motor Elite 9,100,76,0.76,3,09 - 10 - 13 - 25 - 46 - 54,07 - 09 - 10 - 19 - 25 - 58,19,0.19,14,14.0,1,1.0,0,0.0,0,0.0,0,0.0
2241,Aleatorio,100,69,0.69,3,18 - 24 - 26 - 28 - 44 - 56,01 - 13 - 18 - 26 - 40 - 56,17,0.17,7,7.0,2,2.0,0,0.0,0,0.0,0,0.0
2241,Motor Elite 9,100,54,0.54,3,10 - 13 - 18 - 39 - 43 - 56,01 - 13 - 18 - 26 - 40 - 56,9,0.09,4,4.0,1,1.0,0,0.0,0,0.0,0,0.0
2242,Aleatorio,100,66,0.66,3,01 - 18 - 25 - 42 - 51 - 57,05 - 09 - 18 - 24 - 25 - 42,25,0.25,10,10.0,3,3.0,0,0.0,0,0.0,0,0.0
2242,Motor Elite 9,100,42,0.42,3,05 - 09 - 11 - 16 - 24 - 57,05 - 09 - 18 - 24 - 25 - 42,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2243,Aleatorio,100,48,0.48,2,03 - 13 - 14 - 29 - 33 - 38,14 - 18 - 28 - 35 - 38 - 54,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2243,Motor Elite 9,100,75,0.75,3,14 - 22 - 29 - 35 - 38 - 60,14 - 18 - 28 - 35 - 38 - 54,28,0.28,18,18.0,2,2.0,0,0.0,0,0.0,0,0.0
2244,Aleatorio,100,59,0.59,2,03 - 20 - 21 - 42 - 46 - 58,03 - 05 - 11 - 34 - 37 - 42,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2244,Motor Elite 9,100,59,0.59,2,10 - 11 - 25 - 27 - 42 - 46,03 - 05 - 11 - 34 - 37 - 42,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2245,Aleatorio,100,53,0.53,2,11 - 31 - 33 - 37 - 38 - 54,11 - 14 - 15 - 18 - 33 - 34,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2245,Motor Elite 9,100,50,0.5,2,14 - 22 - 29 - 33 - 35 - 46,11 - 14 - 15 - 18 - 33 - 34,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2246,Aleatorio,100,53,0.53,2,05 - 20 - 22 - 33 - 34 - 48,05 - 09 - 24 - 27 - 33 - 46,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2246,Motor Elite 9,100,75,0.75,3,05 - 09 - 11 - 16 - 24 - 57,05 - 09 - 24 - 27 - 33 - 46,33,0.33,13,13.0,4,4.0,0,0.0,0,0.0,0,0.0
2247,Aleatorio,100,64,0.64,3,14 - 42 - 48 - 50 - 53 - 57,01 - 42 - 44 - 47 - 48 - 53,20,0.2,10,10.0,2,2.0,0,0.0,0,0.0,0,0.0
2247,Motor Elite 9,100,51,0.51,3,01 - 10 - 17 - 30 - 48 - 53,01 - 42 - 44 - 47 - 48 - 53,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2248,Aleatorio,100,64,0.64,2,02 - 15 - 16 - 27 - 32 - 42,09 - 15 - 20 - 29 - 30 - 42,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2248,Motor Elite 9,100,73,0.73,2,01 - 17 - 29 - 30 - 37 - 50,09 - 15 - 20 - 29 - 30 - 42,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2249,Aleatorio,100,59,0.59,2,01 - 04 - 05 - 34 - 47 - 55,04 - 09 - 31 - 47 - 49 - 53,14,0.14,14,14.0,0,0.0,0,0.0,0,0.0,0,0.0
2249,Motor Elite 9,100,52,0.52,2,04 - 13 - 36 - 40 - 43 - 53,04 - 09 - 31 - 47 - 49 - 53,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2250,Aleatorio,100,58,0.58,2,15 - 23 - 28 - 33 - 41 - 58,27 - 33 - 39 - 52 - 57 - 58,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2250,Motor Elite 9,100,45,0.45,2,04 - 27 - 35 - 38 - 52 - 56,27 - 33 - 39 - 52 - 57 - 58,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2251,Aleatorio,100,56,0.56,3,15 - 19 - 22 - 29 - 56 - 58,05 - 15 - 22 - 26 - 54 - 58,18,0.18,8,8.0,2,2.0,0,0.0,0,0.0,0,0.0
2251,Motor Elite 9,100,36,0.36,2,05 - 13 - 39 - 42 - 46 - 54,05 - 15 - 22 - 26 - 54 - 58,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2252,Aleatorio,100,73,0.73,3,01 - 05 - 30 - 36 - 37 - 45,01 - 17 - 30 - 37 - 46 - 50,22,0.22,17,17.0,1,1.0,0,0.0,0,0.0,0,0.0
2252,Motor Elite 9,100,106,1.06,5,01 - 10 - 17 - 30 - 37 - 50,01 - 17 - 30 - 37 - 46 - 50,1585,15.85,15,15.0,4,4.0,1,1.0,3,3.0,0,0.0
2253,Aleatorio,100,56,0.56,3,14 - 16 - 32 - 33 - 35 - 52,31 - 32 - 33 - 39 - 52 - 55,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2253,Motor Elite 9,100,38,0.38,2,06 - 07 - 26 - 31 - 46 - 52,31 - 32 - 33 - 39 - 52 - 55,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2254,Aleatorio,100,61,0.61,3,24 - 25 - 29 - 44 - 47 - 50,04 - 09 - 24 - 44 - 47 - 56,20,0.2,5,5.0,3,3.0,0,0.0,0,0.0,0,0.0
2254,Motor Elite 9,100,57,0.57,3,10 - 14 - 15 - 24 - 44 - 47,04 - 09 - 24 - 44 - 47 - 56,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
2255,Aleatorio,100,56,0.56,2,21 - 41 - 43 - 46 - 49 - 55,15 - 20 - 39 - 41 - 49 - 57,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2255,Motor Elite 9,100,38,0.38,2,15 - 17 - 20 - 21 - 37 - 58,15 - 20 - 39 - 41 - 49 - 57,1,0.01,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
2256,Aleatorio,100,67,0.67,4,09 - 10 - 11 - 30 - 47 - 49,09 - 10 - 30 - 37 - 47 - 54,68,0.68,13,13.0,1,1.0,1,1.0,0,0.0,0,0.0
2256,Motor Elite 9,100,107,1.07,3,01 - 10 - 17 - 30 - 37 - 50,09 - 10 - 30 - 37 - 47 - 54,43,0.43,23,23.0,4,4.0,0,0.0,0,0.0,0,0.0
